IMG_20180713_170844.jpg,None
20160707_134329.jpg,person
MVIMG_20180713_143939_1.jpg,bird
MVIMG_20180713_143941_1.jpg,bird
IMG_20180713_171623.jpg,None
0105.jpg,refrigerator
0111.jpg,car
paris_general_000014.jpg,person
paris_general_000001.jpg,person
0110.jpg,car
0104.jpg,None
IMG_20180713_143957_1.jpg,None
IMG_20180709_194049.jpg,None
MVIMG_20180713_143958_1.jpg,None
20160708_125536.jpg,None
IMG_20180713_170847.jpg,None
IMG_20180713_143955_1.jpg,None
20160601_112849.jpg,person
MVIMG_20180713_172414.jpg,None
20160707_122010.jpg,None
IMG_20180709_181240.jpg,None
MVIMG_20180713_143941_2.jpg,bird
IMG_20180713_171015_1.jpg,None
0112.jpg,car,truck
0106.jpg,None
paris_general_000003.jpg,person,chair
paris_general_000017.jpg,None
MVIMG_20180713_143959.jpg,None
MVIMG_20180713_143958.jpg,None
paris_general_000016.jpg,car
paris_general_000002.jpg,person
0107.jpg,None
0113.jpg,None
MVIMG_20180713_171336.jpg,None
MVIMG_20180713_143958_2.jpg,None
MVIMG_20180713_172415.jpg,None
20160601_112848.jpg,person
IMG_20180713_170852.jpg,None
IMG_20180713_170846.jpg,None
MVIMG_20180713_143947_1.jpg,None
paris_general_000012.jpg,person,tie
MVIMG_20180713_144000.jpg,None
0117.jpg,None
0103.jpg,None
MVIMG_20180713_143948.jpg,None
IMG_20180709_181907.jpg,None
IMG_20180713_143809_1.jpg,None
MVIMG_20180713_143949.jpg,None
0102.jpg,potted plant
0116.jpg,refrigerator
paris_general_000013.jpg,None
IMG_20180713_143953_3.jpg,None
paris_general_000007.jpg,None
20160708_125530.jpg,None
20160708_125532.jpg,None
IMG_20180713_170855.jpg,None
MVIMG_20180709_180329.jpg,person
IMG_20180713_143737.jpg,None
20160707_122002.jpg,person,backpack
IMG_20180713_143938.jpg,bird
IMG_20180709_191733.jpg,person
IMG_20180713_170909.jpg,None
0100.jpg,None
0114.jpg,person,cup,dining table
paris_general_000038.jpg,person,chair
0115.jpg,book
0101.jpg,None
IMG_20180713_170908.jpg,None
paris_general_000004.jpg,None
paris_general_000010.jpg,potted plant
MVIMG_20180709_193552.jpg,None
IMG_20180713_143932_1.jpg,None
IMG_20180709_182148.jpg,None
IMG_20180713_171336_1.jpg,None
IMG_20180713_170854.jpg,cow
MVIMG_20180709_192512.jpg,None
20160708_125554.jpg,None
20160706_115934.jpg,None
IMG_20180713_143751.jpg,None
IMG_20180709_181340.jpg,None
IMG_20180713_143817_2.jpg,None
MVIMG_20180713_143940_2.jpg,None
IMG_20180713_143956_3.jpg,None
20160709_075333.jpg,None
IMG_20180709_181546.jpg,None
IMG_20180713_143816.jpg,None
20160709_162303.jpg,None
IMG_20180713_143954_1.jpg,None
paris_general_000063.jpg,person
IMG_20180709_193340.jpg,bench
paris_general_000088.jpg,person,handbag
20160706_121529.jpg,person,sheep
MVIMG_20180713_143939.jpg,None
MVIMG_20180713_143959_2.jpg,None
20160706_121528.jpg,person
paris_general_000089.jpg,person
paris_general_000062.jpg,None
paris_general_000076.jpg,None
IMG_20180713_150328.jpg,None
IMG_20180713_170946.jpg,None
20160601_111919.jpg,person
MVIMG_20180713_171550.jpg,None
IMG_20180713_143817.jpg,None
20160601_111931.jpg,person
IMG_20180713_171655.jpg,None
IMG_20180713_143956_2.jpg,None
MVIMG_20180713_143940_3.jpg,None
IMG_20180713_143750.jpg,None
MVIMG_20180713_171626.jpg,None
20160722_115821.jpg,None
MVIMG_20180713_143942_1.jpg,None
MVIMG_20180713_143942_3.jpg,bird
20160706_115923.jpg,None
MVIMG_20180713_171624.jpg,None
IMG_20180713_143752.jpg,None
IMG_20180713_143746.jpg,bird
MVIMG_20180713_143940_1.jpg,None
IMG_20180713_143817_1.jpg,None
IMG_20180713_171657.jpg,horse,cow
20160709_162300.jpg,None
paris_general_000060.jpg,car
paris_general_000074.jpg,person,traffic light,motorcycle,truck
IMG_20180713_143954_2.jpg,None
MVIMG_20180713_143959_1.jpg,None
paris_general_000075.jpg,None
IMG_20180713_150317.jpg,None
paris_general_000061.jpg,person
20160708_181627.jpg,None
IMG_20180713_143956_1.jpg,None
IMG_20180709_182139.jpg,person
20160708_132200.jpg,None
IMG_20180709_181430.jpg,None
IMG_20180713_143747.jpg,None
IMG_20180713_143753.jpg,None
20160708_140331.jpg,person,bicycle,car,truck
20160706_115922.jpg,None
MVIMG_20180713_143942_2.jpg,None
IMG_20180713_143743.jpg,None
MVIMG_20180709_193533.jpg,None
20160601_111922.jpg,person
20160708_132614.jpg,person,chair
paris_general_000071.jpg,None
paris_general_000059.jpg,person
IMG_20180713_145911.jpg,None
paris_general_000058.jpg,person
paris_general_000070.jpg,None
IMG_20180713_171653.jpg,None
20160707_130513.jpg,person
IMG_20180713_143956_4.jpg,None
IMG_20180713_172206.jpg,None
MVIMG_20180709_192016.jpg,None
MVIMG_20180709_192002.jpg,None
IMG_20180713_172004.jpg,None
IMG_20180709_181623.jpg,None
IMG_20180709_194210.jpg,None
20160601_112838.jpg,person
IMG_20180713_143740.jpg,None
IMG_20180713_143807.jpg,None
